Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Kickstand,MJS0000067207676,1,1,SCI,12.18,12.35,12.265,11.4,11.91,84.55,5.77,6.79,85.37,3.49,7.76,85.69,6.33,9.06,84.82,5.65,6.74,85.64,3.4,7.72,85.94,6.19,8.98,84.685,5.71,6.765,85.505,3.445,7.74,85.815,6.26,9.02,84.39,5.97,7.29,85.26,3.58,8.34,85.58,6.56,9.67,84.36,5.99,7.18,85.23,3.61,8.22,85.55,6.59,9.55,10.5,1,++++,0.3,0.048,16,8.4,1,6.8,1.74
Kickstand,MJS0000067310619,1,2,SCI,12.04,11.86,11.95,10.89,11.45,84.3,5.83,6.99,85.14,3.52,7.99,85.46,6.42,9.29,84.54,5.69,6.85,85.36,3.43,7.85,85.67,6.25,9.1,84.42,5.76,6.92,85.25,3.475,7.92,85.565,6.335,9.195,84.01,6.02,7.34,84.89,3.62,8.39,85.21,6.63,9.73,84.0,6.07,7.3,84.88,3.65,8.35,85.21,6.68,9.69,12.1,1,++++,0.3,0.048,16,8.4,1,6.8,1.82
Kickstand,MJS0000067385095,1,3,SCI,12.8,12.33,12.565,11.78,12.28,84.75,5.74,6.91,85.57,3.47,7.89,85.88,6.33,9.18,84.82,5.74,6.97,85.66,3.46,7.97,85.97,6.32,9.25,84.785,5.74,6.94,85.615,3.465,7.93,85.925,6.325,9.215,84.29,6.11,7.59,85.2,3.66,8.69,85.52,6.73,10.04,84.35,6.11,7.4,85.24,3.67,8.46,85.57,6.72,9.82,12.3,1,++++,0.3,0.048,16,8.4,1,6.8,1.75
Kickstand,MJS0000067384848,1,4,SCI,12.89,12.53,12.71,11.99,12.16,84.64,5.76,6.9,85.46,3.47,7.89,85.78,6.33,9.17,84.74,5.73,6.91,85.58,3.45,7.91,85.89,6.29,9.18,84.69,5.745,6.905,85.52,3.46,7.9,85.835,6.31,9.175,84.24,6.12,7.61,85.15,3.67,8.71,85.47,6.74,10.06,84.24,6.15,7.45,85.14,3.69,8.52,85.46,6.75,9.88,11.6,1,++++,0.3,0.048,16,8.4,1,6.8,1.77
Kickstand,MJS0000067343395,1,5,SCI,11.98,11.76,11.87,10.86,11.8,84.59,5.83,6.93,85.43,3.53,7.9,85.75,6.37,9.22,84.77,5.73,6.9,85.61,3.47,7.86,85.92,6.26,9.16,84.68,5.78,6.915,85.52,3.5,7.88,85.835,6.315,9.19,84.26,6.06,7.49,85.13,3.65,8.53,85.45,6.71,9.92,84.28,6.11,7.33,85.14,3.7,8.39,85.5,6.74,9.77,10.9,1,++++,0.3,0.048,16,8.4,1,6.8,1.81
Kickstand,MJS0000067241943,2,11,SCI,11.55,11.26,11.405,10.53,11.06,85.95,3.75,5.41,86.57,2.17,6.18,86.76,4.25,6.98,86.02,3.7,5.45,86.64,2.13,6.23,86.83,4.19,7.02,85.985,3.725,5.43,86.605,2.15,6.205,86.795,4.22,7.0,85.54,3.94,5.83,86.2,2.26,6.66,86.4,4.47,7.51,85.6,3.92,5.62,86.25,2.26,6.42,86.45,4.44,7.26,11.4,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.95
Kickstand,MJS0000067310515,2,12,SCI,12.0,11.99,11.995,10.91,11.37,86.03,3.81,5.51,86.66,2.2,6.3,86.85,4.31,7.12,86.22,3.7,5.46,86.85,2.13,6.24,87.04,4.19,7.03,86.125,3.755,5.485,86.755,2.165,6.27,86.945,4.25,7.075,85.71,3.9,5.79,86.37,2.24,6.62,86.56,4.43,7.46,85.68,3.94,5.69,86.34,2.27,6.5,86.54,4.46,7.34,10.1,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.9
Kickstand,MJS0000067241881,2,13,SCI,12.71,12.35,12.53,11.87,12.07,86.15,3.77,5.39,86.76,2.18,6.15,86.95,4.26,6.97,86.32,3.67,5.3,86.93,2.12,6.06,87.11,4.14,6.85,86.235,3.72,5.345,86.845,2.15,6.105,87.03,4.2,6.91,85.97,3.91,5.82,86.64,2.24,6.65,86.82,4.43,7.5,85.94,3.93,5.65,86.6,2.26,6.46,86.8,4.44,7.31,11.9,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.97
Kickstand,MJS0000067310526,2,14,SCI,11.59,11.46,11.525,10.63,11.52,85.89,3.74,5.41,86.51,2.16,6.18,86.7,4.24,6.98,86.03,3.64,5.3,86.65,2.1,6.08,86.83,4.12,6.85,85.96,3.69,5.355,86.58,2.13,6.13,86.765,4.18,6.915,85.5,3.93,5.75,86.16,2.26,6.58,86.35,4.45,7.42,85.64,3.9,5.51,86.29,2.25,6.3,86.48,4.4,7.14,11.8,2,−−−+,0.2,0.032,14,8.4,1,6.8,1.01
Kickstand,MJS0000067310550,2,15,SCI,12.66,12.2,12.43,12.08,12.4,86.16,3.74,5.37,86.77,2.16,6.14,86.96,4.23,6.95,86.3,3.71,5.37,86.92,2.14,6.14,87.1,4.18,6.94,86.23,3.725,5.37,86.845,2.15,6.14,87.03,4.205,6.945,86.01,3.87,5.75,86.67,2.22,6.57,86.86,4.38,7.41,86.07,3.89,5.61,86.73,2.24,6.41,86.92,4.4,7.26,11.3,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.96
Kickstand,MJS0000067241869,2,16,SCI,12.41,12.0,12.205,11.62,11.75,86.09,3.79,5.43,86.7,2.19,6.2,86.9,4.29,7.01,86.23,3.7,5.38,86.85,2.14,6.15,87.04,4.19,6.94,86.16,3.745,5.405,86.775,2.165,6.175,86.97,4.24,6.975,85.84,3.9,5.81,86.51,2.24,6.64,86.7,4.43,7.49,85.84,3.94,5.69,86.5,2.27,6.51,86.7,4.46,7.36,11.5,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.93
Kickstand,MJS0000067501411,3,23,SCI,12.69,12.21,12.45,11.88,12.13,85.98,4.35,5.77,86.65,2.61,6.62,86.87,4.86,7.53,86.12,4.3,5.76,86.81,2.58,6.62,87.02,4.8,7.52,86.05,4.325,5.765,86.73,2.595,6.62,86.945,4.83,7.525,85.75,4.61,6.22,86.49,2.75,7.13,86.72,5.15,8.11,85.7,4.69,6.2,86.44,2.8,7.1,86.68,5.23,8.1,11.1,3,00A0,0.25,0.04,16,7.0,1,6.8,0.33
Kickstand,MJS0000067384931,3,24,SCI,12.2,12.25,12.225,11.19,12.09,85.99,4.38,5.77,86.66,2.63,6.61,86.89,4.89,7.54,86.26,4.23,5.66,86.94,2.53,6.49,87.15,4.71,7.38,86.125,4.305,5.715,86.8,2.58,6.55,87.02,4.8,7.46,85.55,4.63,6.26,86.29,2.76,7.18,86.52,5.17,8.16,85.7,4.68,6.18,86.44,2.79,7.09,86.67,5.21,8.08,10.3,3,00A0,0.25,0.04,16,7.0,1,6.8,0.37
Kickstand,MJS0000067343124,3,25,SCI,12.51,12.03,12.27,11.59,11.67,85.73,4.5,5.92,86.42,2.7,6.78,86.66,5.02,7.74,85.86,4.44,5.87,86.56,2.66,6.74,86.78,4.94,7.68,85.795,4.47,5.895,86.49,2.68,6.76,86.72,4.98,7.71,85.46,4.7,6.3,86.2,2.81,7.22,86.44,5.24,8.23,85.44,4.71,6.16,86.18,2.82,7.05,86.42,5.24,8.06,11.9,3,00A0,0.25,0.04,16,7.0,1,6.8,0.31
Kickstand,MJS0000067343143,3,26,SCI,12.61,12.19,12.4,11.8,12.41,85.95,4.46,5.82,86.64,2.68,6.68,86.86,4.96,7.63,86.09,4.45,5.84,86.8,2.67,6.71,87.02,4.93,7.65,86.02,4.455,5.83,86.72,2.675,6.695,86.94,4.945,7.64,85.58,4.71,6.31,86.33,2.81,7.24,86.56,5.25,8.25,85.68,4.71,6.12,86.42,2.82,7.01,86.65,5.23,8.02,11.1,3,00A0,0.25,0.04,16,7.0,1,6.8,0.33
Kickstand,MJS0000067390460,3,27,SCI,11.58,11.51,11.545,10.93,11.78,85.66,4.52,5.94,86.36,2.71,6.8,86.59,5.05,7.76,85.9,4.39,5.85,86.6,2.64,6.71,86.82,4.91,7.64,85.78,4.455,5.895,86.48,2.675,6.755,86.705,4.98,7.7,85.6,4.59,6.14,86.33,2.74,7.05,86.55,5.13,8.02,85.68,4.61,6.03,86.41,2.76,6.91,86.64,5.14,7.9,11.5,3,00A0,0.25,0.04,16,7.0,1,6.8,0.3
Bucket,MJS0000067343537,3,31,SCI,12.38,12.66,12.52,12.4,12.6,86.07,4.39,5.79,86.76,2.62,6.65,86.99,4.89,7.59,86.13,4.45,5.8,86.82,2.66,6.66,87.05,4.93,7.62,86.1,4.42,5.795,86.79,2.64,6.655,87.02,4.91,7.605,84.93,4.76,6.31,85.69,2.84,7.25,85.93,5.3,8.25,86.14,4.89,6.55,86.9,2.9,7.51,87.15,5.44,8.55,11.9,3,00A0,0.25,0.04,16,7.0,1,6.8,0.34
Kickstand,MJS0000067501447,4,35,SCI,13.6,13.63,13.615,12.53,13.55,86.96,3.78,6.42,87.68,2.14,7.35,87.84,4.29,8.11,87.17,3.67,6.31,87.89,2.08,7.24,88.04,4.17,7.97,87.065,3.725,6.365,87.785,2.11,7.295,87.94,4.23,8.04,86.68,3.95,6.82,87.45,2.23,7.82,87.61,4.5,8.61,86.75,3.95,6.63,87.51,2.24,7.61,87.67,4.48,8.4,11.5,4,0a00,0.25,0.032,15,7.0,1,6.8,1.45
Kickstand,MJS0000067423635,4,36,SCI,13.88,13.61,13.745,13.56,13.88,86.88,3.85,6.65,87.62,2.18,7.62,87.78,4.39,8.39,87.07,3.77,6.57,87.82,2.13,7.54,87.97,4.29,8.29,86.975,3.81,6.61,87.72,2.155,7.58,87.875,4.34,8.34,86.78,4.02,7.05,87.58,2.26,8.09,87.73,4.58,8.89,86.73,4.06,6.92,87.52,2.29,7.93,87.68,4.6,8.74,12.1,4,0a00,0.25,0.032,15,7.0,1,6.8,1.56
Kickstand,MJS0000067310759,4,37,SCI,14.0,13.64,13.82,13.55,14.27,86.8,3.83,6.53,87.53,2.18,7.48,87.68,4.35,8.25,86.88,3.79,6.55,87.62,2.15,7.52,87.77,4.31,8.26,86.84,3.81,6.54,87.575,2.165,7.5,87.725,4.33,8.255,86.6,4.04,6.82,87.38,2.3,7.82,87.53,4.59,8.64,86.52,4.12,6.73,87.29,2.35,7.71,87.47,4.66,8.55,12.1,4,0a00,0.25,0.032,15,7.0,1,6.8,1.48
Kickstand,MJS0000067423628,4,38,SCI,13.74,13.42,13.58,13.37,13.04,86.88,3.83,6.55,87.61,2.2,7.48,87.82,4.37,8.28,87.04,3.77,6.52,87.79,2.15,7.44,87.95,4.31,8.17,86.96,3.8,6.535,87.7,2.175,7.46,87.885,4.34,8.225,86.7,4.05,6.93,87.48,2.31,7.95,87.64,4.6,8.75,86.7,4.05,6.79,87.44,2.33,7.78,87.63,4.59,8.58,12.3,4,0a00,0.25,0.032,15,7.0,1,6.8,1.49
Kickstand,MJS0000067423884,4,39,SCI,13.56,13.84,13.7,12.51,13.35,86.92,3.88,6.69,87.66,2.2,7.66,87.82,4.43,8.44,87.16,3.77,6.55,87.9,2.13,7.51,88.05,4.29,8.25,87.04,3.825,6.62,87.78,2.165,7.585,87.935,4.36,8.345,86.58,4.15,6.82,87.36,2.37,7.82,87.53,4.7,8.67,86.71,4.1,6.68,87.48,2.34,7.66,87.65,4.64,8.49,12.2,4,0a00,0.25,0.032,15,7.0,1,6.8,1.55
Bucket,MJS0000067162565,4,46,SCI,13.5,13.87,13.685,14.3,13.7,87.12,3.78,6.56,87.87,2.13,7.52,88.02,4.31,8.28,87.2,3.76,6.44,87.93,2.12,7.39,88.08,4.26,8.14,87.16,3.77,6.5,87.9,2.125,7.455,88.05,4.285,8.21,85.86,4.17,7.26,86.67,2.36,8.34,86.85,4.78,9.13,85.53,4.23,7.31,86.35,2.38,8.4,86.52,4.82,9.22,10.7,4,0a00,0.25,0.032,15,7.0,1,6.8,1.52
Kickstand,MJS0000066728780,5,47,SCI,12.86,12.19,12.525,11.73,11.27,84.9,4.95,4.09,85.4,3.09,4.67,85.74,5.43,5.89,85.04,4.91,4.12,85.57,3.04,4.66,85.87,5.37,5.88,84.97,4.93,4.105,85.485,3.065,4.665,85.805,5.4,5.885,84.54,5.1,4.74,85.11,3.13,5.37,85.43,5.65,6.63,84.53,5.13,4.61,85.08,3.14,5.22,85.45,5.68,6.51,11.9,5,−+++,0.2,0.048,16,8.4,1,6.8,3.34
Kickstand,MJS0000066030413,5,48,SCI,12.79,12.47,12.63,11.81,11.8,85.05,4.93,4.14,85.57,3.06,4.69,85.91,5.41,5.91,85.21,4.87,4.16,85.74,3.02,4.71,86.07,5.34,5.91,85.13,4.9,4.15,85.655,3.04,4.7,85.99,5.375,5.91,84.64,5.13,4.86,85.24,3.13,5.51,85.58,5.67,6.77,84.58,5.16,4.69,85.17,3.16,5.31,85.52,5.69,6.57,11.0,5,−+++,0.2,0.048,16,8.4,1,6.8,3.23
Kickstand,MJS0000067129592,5,49,SCI,12.66,12.11,12.385,11.53,11.58,84.91,4.84,3.98,85.42,3.01,4.51,85.75,5.3,5.7,84.93,4.88,4.07,85.46,3.03,4.63,85.79,5.34,5.82,84.92,4.86,4.025,85.44,3.02,4.57,85.77,5.32,5.76,84.43,5.18,4.82,85.02,3.17,5.46,85.37,5.72,6.74,84.43,5.19,4.7,85.02,3.18,5.32,85.37,5.72,6.6,11.1,5,−+++,0.2,0.048,16,8.4,1,6.8,3.38
Kickstand,MJS0000066030294,5,50,SCI,12.0,11.73,11.865,10.74,11.27,84.61,4.95,4.15,85.13,3.08,4.69,85.48,5.44,5.91,84.8,4.88,4.13,85.33,3.03,4.68,85.66,5.36,5.88,84.705,4.915,4.14,85.23,3.055,4.685,85.57,5.4,5.895,84.36,5.06,4.59,84.93,3.11,5.2,85.27,5.59,6.44,84.36,5.1,4.55,84.94,3.13,5.15,85.28,5.62,6.4,11.6,5,−+++,0.2,0.048,16,8.4,1,6.8,3.28
Kickstand,MJS0000066585931,5,51,SCI,11.97,11.8,11.885,10.66,11.22,84.92,4.92,4.07,85.43,3.06,4.6,85.77,5.39,5.82,85.09,4.84,4.09,85.62,3.01,4.63,85.95,5.31,5.83,85.005,4.88,4.08,85.525,3.035,4.615,85.86,5.35,5.825,84.59,5.02,4.59,85.16,3.08,5.19,85.49,5.55,6.43,84.63,5.06,4.49,85.2,3.11,5.09,85.54,5.58,6.33,12.6,5,−+++,0.2,0.048,16,8.4,1,6.8,3.31
Kickstand,MJS0000067129904,6,57,SCI,13.08,12.93,13.005,12.02,12.87,87.33,2.83,4.07,87.8,1.64,4.66,87.94,3.21,5.26,87.52,2.72,3.95,87.98,1.57,4.54,88.11,3.07,5.1,87.425,2.775,4.01,87.89,1.605,4.6,88.025,3.14,5.18,87.06,2.99,4.24,87.56,1.74,4.86,87.71,3.39,5.5,87.13,3.02,4.14,87.63,1.75,4.75,87.78,3.4,5.39,12.0,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.49
Kickstand,MJS0000067129748,6,58,SCI,14.17,13.58,13.875,13.2,13.51,87.23,2.97,4.29,87.76,1.72,4.92,87.88,3.37,5.52,87.39,2.95,4.3,87.9,1.68,4.94,88.0,3.31,5.54,87.31,2.96,4.295,87.83,1.7,4.93,87.94,3.34,5.53,86.96,3.08,4.51,87.47,1.77,5.17,87.58,3.49,5.82,86.89,3.18,4.48,87.43,1.86,5.1,87.6,3.6,5.8,12.5,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.18
Kickstand,MJS0000067162361,6,59,SCI,14.39,13.86,14.125,13.32,13.97,87.35,2.92,4.16,87.83,1.7,4.76,87.98,3.3,5.38,87.48,2.89,4.2,87.97,1.68,4.82,88.11,3.27,5.43,87.415,2.905,4.18,87.9,1.69,4.79,88.045,3.285,5.405,87.03,3.04,4.39,87.54,1.76,5.03,87.69,3.44,5.68,86.99,3.12,4.39,87.51,1.81,5.03,87.67,3.53,5.69,11.9,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.3
Kickstand,MJS0000067310481,6,60,SCI,14.32,13.81,14.065,12.71,12.94,87.26,2.95,4.19,87.74,1.72,4.8,87.89,3.34,5.43,87.38,2.91,4.23,87.87,1.69,4.86,88.01,3.29,5.47,87.32,2.93,4.21,87.805,1.705,4.83,87.95,3.315,5.45,86.91,3.1,4.54,87.44,1.79,5.2,87.59,3.52,5.86,86.88,3.15,4.47,87.41,1.82,5.12,87.56,3.56,5.79,12.8,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.25
Kickstand,MJS0000067129388,6,61,SCI,13.63,13.58,13.605,12.17,12.56,87.17,2.99,4.33,87.67,1.73,4.96,87.82,3.39,5.59,87.35,2.91,4.31,87.85,1.68,4.94,87.99,3.31,5.55,87.26,2.95,4.32,87.76,1.705,4.95,87.905,3.35,5.57,86.89,3.06,4.55,87.42,1.76,5.21,87.56,3.49,5.86,86.81,3.12,4.5,87.33,1.81,5.15,87.49,3.55,5.81,9.8,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.17
Kickstand,MJS0000067207930,7,69,SCI,12.9,12.43,12.665,11.74,12.28,86.69,3.62,6.19,87.36,2.09,7.12,87.49,4.15,7.83,86.83,3.58,6.19,87.51,2.04,7.07,87.64,4.02,7.75,86.76,3.6,6.19,87.435,2.065,7.095,87.565,4.085,7.79,86.45,3.78,6.53,87.16,2.16,7.48,87.31,4.29,8.21,86.49,3.79,6.36,87.21,2.2,7.35,87.37,4.29,8.08,11.0,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.48
Kickstand,MJS0000067310850,7,70,SCI,12.35,12.16,12.255,11.58,11.99,86.55,3.57,6.01,87.26,2.04,6.91,87.39,4.04,7.61,86.71,3.52,6.04,87.39,2.03,6.97,87.58,3.99,7.59,86.63,3.545,6.025,87.325,2.035,6.94,87.485,4.015,7.6,86.39,3.67,6.23,87.08,2.12,7.19,87.26,4.14,7.88,86.26,3.86,6.45,87.0,2.23,7.41,87.16,4.35,8.15,11.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.43
Kickstand,MJS0000067343219,7,71,SCI,12.76,12.29,12.525,11.65,11.71,86.68,3.56,6.08,87.37,2.03,6.98,87.51,4.05,7.67,86.75,3.53,6.12,87.45,2.01,7.04,87.59,4.02,7.72,86.715,3.545,6.1,87.41,2.02,7.01,87.55,4.035,7.695,86.35,3.8,6.57,87.1,2.16,7.55,87.24,4.32,8.29,86.33,3.81,6.38,87.06,2.17,7.33,87.21,4.32,8.07,11.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.49
Kickstand,MJS0000067501398,7,72,SCI,12.91,12.46,12.685,12.17,12.15,86.91,3.61,6.22,87.61,2.06,7.14,87.76,4.1,7.84,87.07,3.53,6.18,87.77,2.01,7.11,87.91,4.01,7.78,86.99,3.57,6.2,87.69,2.035,7.125,87.835,4.055,7.81,86.62,3.77,6.56,87.37,2.14,7.54,87.51,4.29,8.27,86.61,3.82,6.45,87.35,2.17,7.41,87.5,4.33,8.15,10.8,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.55
Kickstand,MJS0000067343227,7,73,SCI,11.82,11.8,11.81,10.99,11.79,86.44,3.62,6.22,87.14,2.07,7.14,87.29,4.13,7.84,86.63,3.54,6.17,87.34,2.02,7.09,87.47,4.03,7.76,86.535,3.58,6.195,87.24,2.045,7.115,87.38,4.08,7.8,86.21,3.73,6.44,86.94,2.12,7.4,87.08,4.25,8.12,86.3,3.76,6.35,87.03,2.14,7.29,87.18,4.28,8.02,10.4,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.51
Bucket,MJS0000067063329,7,76,SCI,11.76,12.45,12.105,11.6,11.5,87.15,3.51,5.91,87.83,2.0,6.8,87.97,3.98,7.49,87.29,3.48,5.84,87.96,1.98,6.73,88.1,3.93,7.4,87.22,3.495,5.875,87.895,1.99,6.765,88.035,3.955,7.445,86.02,3.98,6.76,86.8,2.26,7.78,86.95,4.51,8.55,86.23,3.93,6.77,86.99,2.22,7.79,87.14,4.47,8.53,11.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.45
Kickstand,MJS0000067343404,8,81,SCI,12.53,12.54,12.535,11.67,12.13,85.28,5.42,7.77,86.18,3.18,8.9,86.44,6.02,10.05,85.48,5.33,7.63,86.37,3.13,8.74,86.62,5.92,9.88,85.38,5.375,7.7,86.275,3.155,8.82,86.53,5.97,9.965,85.01,5.58,8.4,85.98,3.24,9.62,86.23,6.22,10.79,85.0,5.62,8.27,85.97,3.27,9.47,86.22,6.25,10.65,10.9,8,000A,0.25,0.04,15,8.4,1,6.8,1.83
Kickstand,MJS0000067385064,8,82,SCI,13.16,12.77,12.965,12.21,12.61,85.59,5.33,7.63,86.47,3.13,8.73,86.72,5.92,9.87,85.71,5.28,7.57,86.59,3.1,8.67,86.84,5.86,9.8,85.65,5.305,7.6,86.53,3.115,8.7,86.78,5.89,9.835,85.25,5.59,8.47,86.23,3.25,9.7,86.48,6.24,10.88,85.16,5.69,8.46,86.14,3.31,9.68,86.4,6.33,10.88,12.4,8,000A,0.25,0.04,15,8.4,1,6.8,1.7
Kickstand,MJS0000067207859,8,83,SCI,12.32,12.28,12.3,11.55,12.2,85.18,5.41,7.7,86.07,3.18,8.81,86.33,6.01,9.96,85.39,5.32,7.59,86.28,3.13,8.7,86.52,5.91,9.83,85.285,5.365,7.645,86.175,3.155,8.755,86.425,5.96,9.895,84.97,5.57,8.31,85.93,3.25,9.51,86.18,6.21,10.68,85.01,5.61,8.21,85.97,3.27,9.41,86.22,6.24,10.58,11.7,8,000A,0.25,0.04,15,8.4,1,6.8,1.78
Kickstand,MJS0000067343388,8,84,SCI,13.02,12.88,12.95,12.49,13.02,85.41,5.36,7.75,86.3,3.14,8.87,86.56,5.96,10.0,85.45,5.4,7.57,86.34,3.18,8.68,86.59,5.98,9.83,85.43,5.38,7.66,86.32,3.16,8.775,86.575,5.97,9.915,85.13,5.63,8.52,86.11,3.27,9.75,86.36,6.27,10.93,85.05,5.7,8.46,86.04,3.31,9.68,86.29,6.34,10.87,11.8,8,000A,0.25,0.04,15,8.4,1,6.8,1.79
Kickstand,MJS0000067423909,8,85,SCI,12.44,12.52,12.48,11.9,12.14,85.54,5.32,7.49,86.41,3.13,8.58,86.67,5.91,9.71,85.75,5.24,7.42,86.63,3.08,8.5,86.87,5.81,9.61,85.645,5.28,7.455,86.52,3.105,8.54,86.77,5.86,9.66,85.39,5.51,8.12,86.33,3.21,9.3,86.58,6.13,10.47,85.32,5.54,7.96,86.25,3.24,9.11,86.51,6.15,10.28,12.0,8,000A,0.25,0.04,15,8.4,1,6.8,1.56
Bucket,MJS0000067063614,8,91,SCI,11.39,12.12,11.755,11.8,12.1,85.21,5.44,7.77,86.11,3.19,8.9,86.37,6.06,10.06,85.34,5.42,7.66,86.24,3.18,8.77,86.5,6.02,9.93,85.275,5.43,7.715,86.175,3.185,8.835,86.435,6.04,9.995,83.86,5.85,8.76,84.87,3.4,10.05,85.14,6.53,11.24,83.51,5.85,8.9,84.51,3.38,10.2,84.78,6.55,11.39,11.9,8,000A,0.25,0.04,15,8.4,1,6.8,1.86
Kickstand,MJS0000067384742,9,93,SCI,11.85,11.73,11.79,10.96,11.58,86.03,4.25,7.3,86.85,2.4,8.38,87.02,4.79,9.21,86.26,4.11,7.16,87.08,2.31,8.23,87.23,4.63,9.03,86.145,4.18,7.23,86.965,2.355,8.305,87.125,4.71,9.12,85.8,4.42,7.73,86.69,2.47,8.89,86.84,4.97,9.74,85.87,4.44,7.63,86.75,2.49,8.77,86.91,4.99,9.63,11.6,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.77
